  County , ORGANIZATION NAME , Address , City ,State, Zip , DISCIPLINE ,Budget Category,   ANNUAL AUDIENCE SERVED ,Regional Arts Council
Ramsey,"Kantorei, Inc.",,Saint Paul,MN,,Performing Arts,$25K-$100K,"1,140",RAC 11
Ramsey,Lidia Productions,,Saint Paul,MN,,Performing Arts,Under $25K,650,RAC 11
Ramsey,Macalester College,,Saint Paul,MN,,VIsual Arts & Architecture,$100K-$250-K,0,RAC 11
Ramsey,McNally Smith College of Music Foundation,,Saint Paul,MN,,Performing Arts,Under $25K,"28,557",RAC 11
Ramsey,Minnesota Air National Guard Historical Foundation,,Saint Paul,MN,,History,Under $25K,0,RAC 11
Ramsey,Minnesota Prison Writing Workshop,,Saint Paul,MN,,Literary Arts,$25K-$100K,150,RAC 11
Ramsey,Minnesota Section of the American Society of Civil Engineers,550 Cleveland Ave N,Saint Paul,MN,55114,History,$25K-$100K,"1,000",RAC 11
Ramsey,North Star Museum of Boy-Girl Scouting,,Saint Paul,MN,,Other,$250K-$1M,0,RAC 11
Ramsey,Origin(s) Project,,Saint Paul,MN,,Performing Arts,Under $25K,320,RAC 11
Ramsey,Performance Lab,,Saint Paul,MN,,Performing Arts,Under $25K,0,RAC 11
Ramsey,Preservation Alliance of MN (PAM),,Saint Paul,MN,,History,$250K-$1M,0,RAC 11
Ramsey,Ramsey County Historical Society,,Saint Paul,MN,,History,$1M-$5M,0,RAC 11
Ramsey,Red Bird Chapbooks,,Saint Paul,MN,,VIsual Arts & Architecture,Under $25K,40,RAC 11
Ramsey,Revolver,,Saint Paul,MN,,Literary Arts,Under $25K,"1,300",RAC 11
Ramsey,Rock Star Supply Co.,,Saint Paul,MN,,Performing Arts,$25K-$100K,500,RAC 11
Ramsey,Saint Paul Festival and Heritage Foundation,,Saint Paul,MN,,Arts Multipurpose,$250K-$1M,"200,000",RAC 11
Ramsey,Saint Paul Foundation,,Saint Paul,MN,,Other,$1M-$5M,0,RAC 11
Ramsey,Swedish Genealogical Society of Minnesota,,Saint Paul,MN,,History,Under $25K,255,RAC 11
Ramsey,Thomas-Dale District 7 Planning Council,,Saint Paul,MN,,Other,$100K-$250-K,55,RAC 11
Ramsey,Two Rivers Chorale,,Saint Paul,MN,,Performing Arts,$25K-$100K,"1,575",RAC 11
"Ramsey, Washington",White Bear Lake Area Historical Society,PO Box 10543,White Bear Lake,MN,55110,History,Under $25K,,RAC 11
Red Lake,City of Red Lake Falls - Arts Programs,108 2nd St SW,Red Lake Falls,MN,56750,Visual Arts & Architecture,Under $25K,"2,750",RAC 01
Red Lake,L'Association des Francais du Nord,PO Box 101,Red Lake Falls,MN,56750-0101,Performing Arts,Under $25K,560,RAC 01
Red Lake,Tri River Pioneer Museum,217 Central Ave E,Plummer,MN,56748,Arts Multipurpose,Under $25K,775,RAC 01
Redwood,Redwood County,PO Box 130,Redwood Falls,MN,56283,Visual Arts & Architecture,Under $25K,"6,000",RAC 068
Redwood,Redwood County Historical Society,913 West Bridge Street,Redwood Falls,MN,56283,History,Under $25K,,RAC 068
Redwood,Walnut Grove Community Club,311 6th St,Walnut Grove,MN,56180,Arts Multipurpose,Under $25K,"3,600",RAC 068
"Redwood, Renville",Redwood Falls Public Library/Plum Creek Library Sys/History Projects,509 S Lincoln Street,Redwood Falls,MN,56283,History,Under $25K,,RAC 068
Renville,Sacred Heart Area Historical Society,"300 5th Avenue, Box 462",Sacred Heart,MN,56285,History,Under $25K,,RAC 068
Rice,Bridge Chamber Music Festival,2011 Grant Dr PO Box 173,Northfield,MN,55057,Performing Arts,Under $25K,525,RAC 10
Rice,Cannon Valley Regional Orchestra,304 Division St S,Northfield,MN,55057,Performing Arts,Under $25K,175,RAC 10
Rice,Czech Heritage Club,6075 50th St W,Webster,MN,55088,Performing Arts,Under $25K,275,RAC 10
Rice,I Cantanti Chamber Choirs,1003 Maple St,Northfield,MN,55057-2918,Performing Arts,Under $25K,750,RAC 10
Rice,Independent School District #659/History Project,1400 Division Street South,Northfield,MN,55057,History,Under $25K,,RAC 10
Rice,Laura Baker Services,211 Oak St,Northfield,MN,55057,Performing Arts,Under $25K,100,RAC 10
Rice,Lockwood Theatre Company,302 Division St S,Northfield,MN,55057,Performing Arts,Under $25K,700,RAC 10
Rice,Northfield Arts and Culture Commission,801 Washington St,Northfield,MN,55057-2598,Arts Multipurpose,Under $25K,"5,150",RAC 10
Rice,Northfield Arts Guild,304 Division Street S,Northfield,MN,55057-2015,Arts Multipurpose,$250K-$1M,"32,650",RAC 10
Rice,Northfield Healthy Community Initiative,1651 Jefferson Pkwy Ste HS128,Northfield,MN,55057,Arts Multipurpose,Under $25K,400,RAC 10
Rice,Northfield Historical Society,408 Division Street,Northfield,MN,55057,History,$100K-$250-K,"25,000",RAC 10
Rice,Northfield Public Library/History Project,210 Washington Street,Northfield,MN,55057,History,Under $25K,,RAC 10
Rice,Northfield Public Schools,1651 Jefferson Pkwy,Northfield,MN,55057,Other,Under $25K,"1,398",RAC 10
Rice,Northfield Senior Center,1651 Jefferson Pkwy,Northfield,MN,55057,Arts Multipurpose,$25K-$100K,"1,050",RAC 10
Rice,Northfield Youth Choirs,"205 Water St S, PO Box 460",Northfield,MN,55057-1760,Performing Arts,$250K-$1M,232,RAC 10
Rice,"Paradise Center for the Arts/Faribault Art Center, Inc.",321 Central Avenue North,Faribault,MN,55021-5214,Visual Arts & Architecture,$250K-$1M,"18,400",RAC 09
Rice,"Perlman Teaching Museum, Carleton College",320 Third Street,Northfield,MN,55057,Visual Arts & Architecture,$250K-$1M,"6,000",RAC 10
Rice,South Central Minnesota Studio Art Tour,% Wolcott 3725 321st St W,Northfield,MN,55057,Visual Arts & Architecture,Under $25K,"1,200",RAC 10
Rice,The Friends of Way Park,908 1st St W PO Box 342,Northfield,MN,55057,Arts Multipurpose,Under $25K,800,RAC 10
Rice,The Northfield Union of Youth,109 6th St W PO Box 481,Northfield,MN,55057-0481,Arts Multipurpose,Under $25K,478,RAC 10
Rice,Time Track Productions,4867 Lonsdale Blvd E,Northfield,MN,55057,Arts Multipurpose,Under $25K,50,RAC 10
Rice,Cello an American Experience,,Northfield,MN,,Performing Arts,Under $25K,350,RAC 10
Rice,Norwegian-American Historical Association,,Northfield,MN,,History,$100K-$250-K,110,RAC 10
"Rice, Statewide",Rice County Historical Society,1814 NW Second Avenue,Faribault,MN,55021,History,Under $25K,,RAC 10
Rock,Blue Mound Area Theatre,492 120th Ave,Luverne,MN,56156,Arts Multipurpose,$100K-$250-K,308,RAC 068
Rock,Green Earth Players,903 Dodge St E Apt 2 PO Box 856,Luverne,MN,56156,Performing Arts,$25K-$100K,"1,132",RAC 068
Rock,Rock County Fine Arts Association,1294 131st St,Luverne,MN,56156,Visual Arts & Architecture,Under $25K,"2,000",RAC 068
Roseau,"Palmville Press and Publishing, Inc.",38331 150th St,Wannaska,MN,56761,Arts Multipurpose,Under $25K,"1,200",RAC 01
Roseau,Roseau Area Arts Association,31457 430th Ave PO Box 135,Roseau,MN,56751,Arts Multipurpose,Under $25K,260,RAC 01
Roseau,Roseau Area Friends of the Library,121 Center St E Ste 100,Roseau,MN,56751,Literary Arts,Under $25K,"4,200",RAC 01
Roseau,Roseau Scandinavian Festival,121 Center St E Ste 202,Roseau,MN,56751,Performing Arts,$25K-$100K,550,RAC 01
Roseau,Warroad Summer Theatre,PO Box 78,Warroad,MN,56763-0078,Performing Arts,$25K-$100K,"2,442",RAC 01
Roseau ,Roseau County Historical Society,121 CENTER ST E #101,Roseau,MN,56751,History,$25K-$100K,"9,500",RAC 01
Saint Louis,Arrowhead Regional Arts Council,"1301 Rice Lake Road, Suite 120",Duluth,MN,55811-2702,Other,$250K-$1M,110,RAC 03
Saint Louis,Duluth Art Institute,"Historic Union Depot, 506 W. Michigan Street",Duluth,MN,55802-1519,Visual Arts & Architecture,$250K-$1M,"44,669",RAC 03
Saint Louis,Duluth Playhouse,506 West Michigan Street,Duluth,MN,55802-1517,Performing Arts,$1M-$5M,"43,007",RAC 03
Saint Louis,Duluth Superior Symphony Association,"130 West Superior Street, Lower Level 2",Duluth,MN,55802-1669,Performing Arts,$1M-$5M,"21,600",RAC 03
Saint Louis,Lyric Opera of the North,c/o Hunt Elec. 4330 W. 1st Street,Duluth,MN,55807-2239,Performing Arts,$100K-$250-K,"1,035",RAC 03
Saint Louis,Minnesota Ballet,301 W. 1st St. #800,Duluth,MN,55802-1613,Performing Arts,$250K-$1M,"8,547",RAC 03
Saint Louis,Tweed Museum of Art,1201 Ordean Ct,Duluth,MN,55812-3041,Visual Arts & Architecture,$1M-$5M,"25,352",RAC 03
Saint Louis,Zeitgeist Arts Initiative,222 E Superior St. #326,Duluth,MN,55802-2264,Arts Multipurpose,$250K-$1M,"105,000",RAC 03
Saint Louis,Duluth Children's Museum,115 S 29th Ave W,Duluth,MN,55806,Other,$250K-$1M,"32,572",RAC 03
Saint Louis,Duluth Public Television (WDSE-WRPT),,Duluth,MN,,Media & Communications,$1M-$5M,600,RAC 03
Saint Louis,Great Lakes Aquarium,,Duluth,MN,,Other,$1M-$5M,"112,600",RAC 03
Saint Louis,KUMD University of MN Duluth,,Duluth,MN,,Media & Communications,$100K-$250-K,"26,000",RAC 03
Saint Louis,Lake Superior Zoo,7210 Fremont St,Duluth,MN,55807,Other,$1M-$5M,"87,112",RAC 03
Saint Louis,City of Duluth,"208 City Hall, 411 West First Street",Duluth,MN,55802,Other,$250K-$1M,0,RAC 03
Saint Louis,Common Language,,Duluth,MN,,Visual Arts & Architecture,Under $25K,69,RAC 03
Saint Louis,Duluth Festival Opera,,Duluth,MN,,Performing Arts,$100K-$250-K,"1,900",RAC 03
Saint Louis,Duluth Fiber Handcrafters Guild,,Duluth,MN,,Visual Arts & Architecture,Under $25K,250,RAC 03
Saint Louis,Gimaajii Mino Bimaadizimin/American Indian Housing Org,,Duluth,MN,,Other,$250K-$1M,"4,800",RAC 03
Saint Louis,Lake Superior Marine Museum Association,,Duluth,MN,,History,$25K-$100K,"400,000",RAC 03
Saint Louis,Lake Superior Suzuki Talent Program,,Duluth,MN,,Performing Arts,Under $25K,510,RAC 03
Saint Louis,Northern Bedrock Conservation Corps,,Duluth,MN,,Other,Under $25K,0,RAC 03
Saint Louis,Poetry Harbor,,Duluth,MN,,Literary Arts,$25K-$100K,"1,300",RAC 03
Saint Louis,Sons of Norway,,Duluth,MN,,Arts Multipurpose,Under $25K,"2,500",RAC 03
Saint Louis,St. Louis County Historical Society,,Duluth,MN,,History,Under $25K,0,RAC 03
Saint Louis,Tamarack Dance Association,,Duluth,MN,,Performing Arts,Under $25K,500,RAC 03
Scott,City of Belle Plaine/History Project,218 N Meridian St.,Belle Plaine,MN,56011,History,Under $25K,,RAC 11
Scott,New Prague Community Band,c/o Community Education 420 Central Ave N,New Prague,MN,56071,Performing Arts,Under $25K,40,RAC 11
Scott,Prior Lake Players,P.O. Box 359,Prior Lake,MN,55372-0359,Performing Arts,Under $25K,"1,612",RAC 11
Scott,River Valley Theatre Company,505 Holmes St S,Shakopee,MN,55379,Performing Arts,$25K-$100K,100,RAC 11
Scott,Savage Arts Council,PO Box 142,Savage,MN,55378,Arts Multipurpose,$25K-$100K,"2,750",RAC 11
Scott,Scott County Historical Society,235 Fuller Street South,Shakopee,MN,55379,History,$25K-$100K,,RAC 11
Scott,South Metro Chorale,16655 Pebble Brook Ct,Prior Lake,MN,55372,Performing Arts,$25K-$100K,300,RAC 11
Sherburne,728 Cadets Marching Arts,PO Box 897,Elk River,MN,55330-0897,Performing Arts,$100K-$250-K,"102,000",RAC 07W
Sherburne,Command Performance Choirs,P.O. Box 95,Elk River,MN,55330-0095,Performing Arts,$25K-$100K,894,RAC 07W
Sherburne,Crow River Singers,PO Box 667,Hutchinson,MN,55350,Performing Arts,Under $25K,422,RAC 068
Sherburne,Elk River Area Arts Alliance,609 Main St.,Elk River,MN,55330-1502,Arts Multipurpose,$100K-$250-K,"4,247",RAC 07W
Sherburne,Elk River Community Theatre,400 Jackson Ave. NW,Elk River,MN,55330-3926,Performing Arts,$25K-$100K,713,RAC 07W
Sherburne,Granite City Folk Society,1425 23rd Street SE,Saint Cloud,MN,56304-8609,Performing Arts,$25K-$100K,"1,583",RAC 07W
Sherburne,Land of Lakes Choirboys of Minnesota,PO Box 74,Elk River,MN,55330,Performing Arts,$250K-$1M,"25,075",RAC 07W
Sherburne,Legacy Foundation of Big Lake,PO Box 805,Big Lake,MN,55309,Performing Arts,Under $25K,"10,000",RAC 07W
Sherburne,North Ballet Youth Company,13686 93RD ST NE,Otsego,MN,55330-5109,Performing Arts,$25K-$100K,"1,920",RAC 07W
Sherburne,NorthStar Family Theatre,17804 Concord Ct NW,Elk River,MN,55330-5634,Performing Arts,$25K-$100K,"8,470",RAC 07W
Sherburne,Rooftop Theatre,7331 43rd Ave SE,Saint Cloud,MN,56304,Performing Arts,Under $25K,"2,160",RAC 07W
Sherburne,The Minnetonka Clippers Chorus,720 4th St NW PO Box 302,Elk River ,MN,55330,Performing Arts,Under $25K,50,RAC 11
Sherburne,Women's Writing Program of Advisory Task Force on the Women and Juvenile Female Offender in Corrections,13880 Business Center Dr,Elk River,MN,55330-4609,Literary Arts,Under $25K,55,RAC 07W
Sherburne,Youth Theatre Workshop,17804 Concord Ct,Elk River,MN,55330,Performing Arts,$25K-$100K,"4,800",RAC 07W
Sibley,Arlington Town and Country Days,507 W Elgin St,Arlington,MN,55307,Arts Multipurpose,Under $25K,250,RAC 09
Sibley,Gaylord Area Chamber of Commerce,PO Box 987,Gaylord,MN,55334-0007,Performing Arts,Under $25K,120,RAC 09
Sibley,Green Isle Community School,"190 McGrann Street, PO Box 277",Green Isle,MN,55338-0277,Other,Under $25K,237,RAC 09
Sibley,Henderson Area Arts,PO Box 168,Henderson,MN,56044,Visual Arts & Architecture,Under $25K,200,RAC 09
Sibley,Henderson Sauerkraut Days,PO Box 298,Henderson,MN,56044-0298,Performing Arts,Under $25K,"5,060",RAC 09
Sibley,Sibley County Fair,507 Elgin St W,Arlington,MN,55307,Arts Multipurpose,$25K-$100K,"1,100",RAC 09
St. Louis,Armory Arts and Music Center,1626 London Road #779,Duluth,MN,55812,Performing Arts,$250K-$1M,,RAC 03
St. Louis,Arrowhead Chorale,506 Michigan St W,Duluth,MN,55802-1517,Performing Arts,$25K-$100K,"1,020",RAC 03
St. Louis,Biwabik Area Civic Association,PO Box 698,Biwabik,MN,55708,Performing Arts,Under $25K,550,RAC 03
St. Louis,"CHOICE, Unlimited",1829 E Superior St,Duluth,MN,55812,Other,$25K-$100K,325,RAC 03
St. Louis,City of Ely/History Project,209 E Chapman Street,Ely,MN,55731,History,Under $25K,,RAC 03
St. Louis,College of St. Scholastica - Arts Program,1200 Kenwood Ave,Duluth,MN,55811-4199,Performing Arts,$250K-$1M,629,RAC 03
St. Louis,Cook Chamber of Commerce,PO Box 296,Cook,MN,55723,Arts Multipurpose,Under $25K,"1,050",RAC 03
St. Louis,Crescendo Youth Orchestra,PO Box 73,Hibbing,MN,55746,Performing Arts,$25K-$100K,750,RAC 03
St. Louis,Donald G. Gardner Humanities Trust,PO Box 720,Ely,MN,55731,Arts Multipurpose,$25K-$100K,550,RAC 03
St. Louis,Dorothy Molter Foundation and Museum,PO Box 391,Ely,MN,55731,History,Under $25K,,RAC 03
St. Louis,Duluth All Souls Night,2737 Russell Rd,Duluth,MN,55810,Arts Multipurpose,Under $25K,750,RAC 03
St. Louis,Duluth Pop-Up Galleries,124 1st St W,Duluth,MN,55802,Visual Arts & Architecture,Under $25K,750,RAC 03
St. Louis,Duluth Public Library/History Project,520 W. Superior St.,Duluth,MN,55802,History,Under $25K,,RAC 03
St. Louis,Duluth Sister Cities International,301 1st St W Ste 308,Duluth,MN,55802,Arts Multipurpose,$25K-$100K,"5,200",RAC 03
St. Louis,Duluth Superior Film Festival,1814 9th St E,Duluth,MN,55812,Media & Communications,$25K-$100K,"2,600",RAC 03
St. Louis,Echoes of Peace Choir,1018 Bong Blvd,Duluth,MN,55811,Performing Arts,Under $25K,430,RAC 03
St. Louis,Ely Artwalk,PO Box 132,Ely,MN,55731,Visual Arts & Architecture,Under $25K,"3,000",RAC 03
St. Louis,Ely Community Spring Musical,1900 Camp St E,Ely,MN,55731,Performing Arts,Under $25K,"1,200",RAC 03
St. Louis,Ely Greenstone Public Art,401 Pioneer Rd N,Ely,MN,55731,Visual Arts & Architecture,Under $25K,106,RAC 03
St. Louis,Ely Winter Festival,1600 E Sheridan St,Ely,MN,55731,Arts Multipurpose,$25K-$100K,"10,000",RAC 03
St. Louis,Embarrass Music Festival,8989 Pulkinen Rd,Embarrass,MN,55732,Performing Arts,Under $25K,"1,300",RAC 03
St. Louis,Friends of B'nai Abraham,1788 Maryland Ave N,Golden Valley,MN,55427,Performing Arts,$25K-$100K,488,RAC 03
St. Louis,Glensheen,3300 London Rd,Duluth,MN,55804,History,$1M-$5M,"82,000",RAC 03
St. Louis,Lake Superior Chamber Orchestra,PO Box 434,Duluth,MN,55801,Performing Arts,$25K-$100K,505,RAC 03
St. Louis,"Lake Superior Youth Chorus, Inc.",1633 Woodbury Ln,Duluth,MN,55803,Performing Arts,$25K-$100K,171,RAC 03
St. Louis,Laurentian Arts and Culture Alliance,PO Box 416,Virginia,MN,55792-2532,Arts Multipurpose,$25K-$100K,80,RAC 03
St. Louis,Magic Smelt Puppet Troupe,1014 Lake Ave S,Duluth,MN,55802,Performing Arts,Under $25K,"1,000",RAC 03
St. Louis,"Matinee Musicale, Inc.",506 W Michigan St,Duluth,MN,55802,Performing Arts,$25K-$100K,300,RAC 03
St. Louis,Mesabi Symphony Orchestra,PO Box 600,Virginia,MN,55792,Performing Arts,$25K-$100K,"1,500",RAC 03
St. Louis,Minnesota Discovery Center,1005 Discovery Dr,Chisholm,MN,55719,History,$1M-$5M,"1,000",RAC 03
St. Louis,Minnesota State Old Time Fiddle Contest,PO Box 600,Virginia,MN,55768,Performing Arts,Under $25K,450,RAC 03
St. Louis,Nordic Center,23 Lake Ave N,Duluth,MN,55802,Arts Multipurpose,Under $25K,"1,600",RAC 03
St. Louis,Northern Lakes Arts Association,PO Box 749,Ely,MN,55731-0749,Arts Multipurpose,$25K-$100K,"1,000",RAC 03
St. Louis,"Northern Lights Music Festival, Inc.",11 S 4th St W,Aurora,MN,55705,Performing Arts,$100K-$250-K,"2,500",RAC 03
St. Louis,Northwoods Friends of the Arts,210 River St S PO Box 44,Cook,MN,55723,Arts Multipurpose,Under $25K,400,RAC 03
St. Louis,Park Point Art Fair,PO Box 16326 2810 Minnesota Ave,Duluth,MN,55816,Visual Arts & Architecture,$25K-$100K,"10,900",RAC 03
St. Louis,Proctor Area Historical Society,100 Pionk Drive,Proctor,MN,55810,History,Under $25K,,RAC 03
St. Louis,Project Lulu,2109 Minnesota Ave,Duluth,MN,55802,Arts Multipurpose,Under $25K,116,RAC 03
St. Louis,Prøve Collective,21 Lake Ave N,Duluth,MN,55802,Arts Multipurpose,Under $25K,500,RAC 03
St. Louis,Renegade Theater Company,222 Superior St E,Duluth,MN,55802,Performing Arts,$100K-$250-K,"1,003",RAC 03
St. Louis,Ressl Dance!,1517 8th St E,Duluth,MN,55812,Performing Arts,Under $25K,400,RAC 03
St. Louis,Sacred Heart Music Center,201 W 4th St,Duluth,MN,55806-2719,Performing Arts,$100K-$250-K,"2,250",RAC 03
St. Louis,"Singing Slovenes, Inc.",1325 105th Ave W,Duluth,MN,55808,Performing Arts,Under $25K,240,RAC 03
St. Louis,SoHo Artists,1001 8th Ave NW,Chisholm,MN,55719-1148,Visual Arts & Architecture,$25K-$100K,38,RAC 03
St. Louis,Sound Unseen International Duluth,1814 E 9th St,Duluth,MN,55812,Media & Communications,$25K-$100K,700,RAC 03
St. Louis,Spirit Lake Poetry Series,814 6th St W,Duluth,MN,55806,Literary Arts,Under $25K,473,RAC 03
St. Louis,Three Bridges International Chamber Music Festival,520 Kenilworth Ave,Duluth,MN,55803,Performing Arts,$25K-$100K,"1,175",RAC 03
St. Louis,Tofte Lake Center,2209 Fernberg Rd,Ely,MN,55731,Arts Multipurpose,$25K-$100K,14,RAC 03
St. Louis,Twin Ports Wind Ensemble,1201 Ordean Ct UMD 231 Humanities,Duluth,MN,55812,Performing Arts,Under $25K,750,RAC 03
St. Louis,University of Minnesota-Duluth,1215 Ordean Ct MPAC,Duluth,MN,55812-3008,Performing Arts,Under $25K,"1,187",RAC 03
St. Louis,Vermilion Community College,1900 E Camp St,Ely,MN,55731,Other,Under $25K,176,RAC 03
St. Louis,Virginia Mural Committee,PO Box 559,Virginia,MN,55792,Visual Arts & Architecture,$25K-$100K,"10,000",RAC 03
St. Louis,Voices of Reason,4714 1st Ave,Hibbing,MN,55746,Performing Arts,Under $25K,650,RAC 03
St. Louis,Wise Fool Shakespeare,1631 4th St E Apt 6,Duluth,MN,55812,Performing Arts,Under $25K,600,RAC 03
St.Louis,Commemorative Air Force; Lake Superior Squadron 101,4931 Airport Road,Hermantown,MN,55811,History,Under $25K,"3,000",RAC 03
Statewide,AirSpace Minnesota,6975 34th Avenue South,Minneapolis,MN,55450,History,Under $25K,,RAC 11
Statewide,Carleton College/History Project,1 North College Street,Northfield,MN,55057,History,Under $25K,,RAC 10
Statewide,City of Farmington/History Project,430 3rd Street,Farmington,MN,55024,History,Under $25K,,RAC 11
Statewide,City of Royalton/History Project,12 N. Birch Street,Royalton,MN,56373,History,Under $25K,,RAC 05
Statewide,Hindu Society of Minnesota,10530 Troy Lane N,Maple Grove,MN,55311,History,Under $25K,,RAC 11
Statewide,Minnesota Genealogical Society,"1185 Concord Street N, Suite 218",South St. Paul,MN,55075,History,Under $25K,,RAC 11
Statewide,Minnesota Independent Scholars Forum,"Box 80235, Lake Street Station",Bloomington,MN,55408-8235,History,Under $25K,,RAC 11
Statewide,Minnesota Military Museum,"Camp Ripley, 15000 Highway 115",Little Falls,MN,56345,History,$25K-$100K,,RAC 05
Statewide,Minnesota Newspaper Foundation/History Project,1866 Lucille Lane,Saint Cloud,MN,56303,History,Under $25K,,RAC 11 
Statewide,Minnesota Special Education Leaders Foundation (MNSELF),1504 Windemere Drive North,Fridley,MN,55421-1358,History,Under $25K,,RAC 11
Statewide,Minnesota Supreme Court Historical Society,"1976 Wooddale Drive, Suite 3A",Woodbury,MN,55125,History,Under $25K,,RAC 11
Statewide,Morrison County Historical Society,"2151 S Lindbergh Drive, PO Box 239",Little Falls,MN,56345,History,Under $25K,,RAC 05
Statewide,Rainbow World,2020 Pennsylvania Avenue N,Golden Valley,MN,55427,History,Under $25K,,RAC 11
Statewide,Saint Catherine University/History Project,"Office of Research & Sponsored Programs, 2004 Randolph Avenue #4286",Saint Paul,MN,55105,History,Under $25K,,RAC 11
Statewide,Sisu Heritage Inc./History Project,PO Box 127,Embarrass,MN,55732,History,$100K-$250-K,,RAC 03
Statewide,Tower-Soudan Historical Society,"404 Pine Street, PO Box 463",Tower,MN,55790,History,Under $25K,,RAC 03
Statewide,U of M Libraries/History Project,"450 McNamara Alumni Center, 200 Oak Street Southeast",Minneapolis,MN,55455,History,$100K-$250-K,,RAC 11
Statewide,U of M/Institute on Community Integration/History Project,"Institute on Community Integration, 102D Pt H, 150 Pillsbury Dr SE, University of Minnesota",Minneapolis,MN,55455,History,Under $25K,,RAC 11
"Statewide, Douglas",Minnesota Lakes Maritime Society,"205 3rd Avenue, PO Box 1216",Alexandria,MN,56308,Arts Multipurpose,$25K-$100K,"3,894",RAC 04
"Statewide, Fillmore",City of Lanesboro/History Project,PO Box 333,Lanesboro,MN,55949,History,Under $25K,,RAC 10
"Statewide, Ramsey",Minnesota Transportation Museum,193 E Pennsylvania Avenue,Saint Paul,MN,55130,History,$25K-$100K,,RAC 11
"Statewide, Ramsey",Ramsey County (Parks and Recreation Department)/History Project,2015 North Van Dyke Street,Maplewood,MN,55109,History,Under $25K,,RAC 11
