  County , ORGANIZATION NAME , Address , City ,State, Zip , DISCIPLINE ,Budget Category,   ANNUAL AUDIENCE SERVED ,Regional Arts Council
Le Sueur,DalekoArts,110 East Main Street,New Prague,MN,56071-2440,Performing Arts,$25K-$100K,956,RAC 11
Le Sueur,Le Sueur County Historical Society,PO Box 123,Le Center,MN,56028,History,Under $25K,150,RAC 09
Le Sueur,Le Sueur-Henderson Youth Opportunities,PO Box 223 821 E Ferry St,Le Sueur,MN,56058,Arts Multipurpose,$25K-$100K,12,RAC 09
Le Sueur,Sakatah Arts Experience,259 Main St E,Waterville,MN,56096,Performing Arts,Under $25K,480,RAC 09
Le Sueur,The Echo's Big Band Sound,31925 Cedar Lawn Ln,Saint Peter,MN,56017-4232,Performing Arts,Under $25K,400,RAC 09
"Le Sueur, Scott",City of New Prague/History Project,118 Central Avenue N,New Prague,MN,56071,History,Under $25K,,RAC 11
Lincoln,Buffalo Ridge Chorale,3078 160th Ave,Hendricks,MN,56136,Performing Arts,Under $25K,597,RAC 068
Lincoln,Lake Benton Opera House,118 E. Benton Street,Lake Benton,MN,56149-0001,Performing Arts,$25K-$100K,"2,902",RAC 068
Lyon,City of Cottonwood  - Arts Programs,78 W Main St PO Box 106,Cottonwood,MN,56229-0106,Other,Under $25K,700,RAC 068
Lyon,Friends of the Orchestra,803 Cheryl Ave,Marshall,MN,56258,Performing Arts,$25K-$100K,"1,075",RAC 068
Lyon,Lyon County Historical Society,301 W. Lyon St.,Marshall,MN,56258,History,Under $25K,,RAC 068
Lyon,Marshall Area Fine Arts Council,"109 N 3rd St, PO Box 531",Marshall,MN,56258-1366,Arts Multipurpose,$100K-$250-K,"1,295",RAC 068
Lyon,Marshall Area Stage Company,PO Box 321,Marshall,MN,56258,Performing Arts,Under $25K,250,RAC 068
Lyon,Prairie Arts Chorale,"PO Box 531, 103 N 3rd St",Marshall,MN,56258-0531,Performing Arts,Under $25K,980,RAC 068
Lyon,Prairie Dance Alliance,117 Park Ave,Marshall,MN,56258,Performing Arts,$25K-$100K,"1,301",RAC 068
Lyon,Southwest Minnesota Arts Council,"114 N 3rd St, PO Box 55",Marshall,MN,56258-1387,Other,$250K-$1M,539,RAC 068
Lyon,Southwest Minnesota Regional Research Center,"Southwest Minnesota State University, 1501 State Street",Marshall,MN,56258,History,$25K-$100K,,RAC 068
Marshall,Argyle American Legion Post 353,240 Jefferson Ave PO Box 217,Argyle,MN,56713,Arts Multipurpose,Under $25K,"1,200",RAC 01
Marshall,City of Newfolden - Arts Programs,PO Box 188,Newfolden,MN,56738,Arts Multipurpose,Under $25K,"2,000",RAC 01
Marshall,Marshall County Fair,PO Box 176,Warren,MN,56762,Arts Multipurpose,Under $25K,950,RAC 01
Marshall,Marshall County Historical Society,PO Box 103,Warren,MN,56762,Performing Arts,$25K-$100K,285,RAC 01
Marshall,Middle River Community Theater,13887 350th St NE,Middle River,MN,56737,Performing Arts,Under $25K,416,RAC 01
Marshall,Northwest Minnesota Arts Council,109 S Minneosta St,Warren,MN,56762-1428,Other,$100K-$250-K,"4,000",RAC 01
Marshall,Polish National Alliance Lodge 3060,26947 390th St NW,Strandquist,MN,56758,Performing Arts,Under $25K,450,RAC 01
Marshall,Stephen Arts Council,PO Box 403,Stephen,MN,56757-0593,Arts Multipurpose,Under $25K,130,RAC 01
Marshall,Stephen-Argyle Central Community Education,PO Box 279,Argyle,MN,56713,Other,Under $25K,"2,256",RAC 01
Marshall,Warren Senior Nutrition Council,110 W Johnson Ave Ste 4,Warren,MN,56762,Other,Under $25K,50,RAC 01
Martin,Fairmont Opera House,"45 Downtown Plaza, PO Box 226",Fairmont,MN,56031-1702,Arts Multipurpose,$100K-$250-K,"3,931",RAC 09
Martin,Martin County Historical Society,304 E Blue Earth Avenue,Fairmont,MN,56031,History,$25K-$100K,,RAC 09
Martin,Martin County Preservation Association,222 Blue Earth Ave E,Fairmont,MN,56031,Arts Multipurpose,$25K-$100K,"1,000",RAC 09
Martin,Red Rock Center for the Arts,222 E Blue Earth Ave.,Fairmont,MN,56031-2847,Visual Arts & Architecture,$25K-$100K,"1,620",RAC 09
Martin,South Central Interpretive Center,PO Box 401,Fairmont,MN,56031,History,Under $25K,607,RAC 09
Martin,Truman Historical Association,"109 W Ciro Street, PO Box 56",Truman,MN,56088,History,Under $25K,,RAC 09
McLeod,City of Glencoe/History Project,"1107 11th Street East, Suite 107",Glencoe,MN,55336,History,$25K-$100K,,RAC 068
McLeod,Crow River Drumline Association,547 Milwaukee Ave SW,Hutchinson,MN,55350,Performing Arts,$25K-$100K,"2,500",RAC 068
McLeod,Historic Hutchinson,446 Main St S,Hutchinson,MN,55350,Arts Multipurpose,Under $25K,600,RAC 068
McLeod,Hutchinson Center for the Arts,15 Franklin Street SW,Hutchinson,MN,55350-2413,Arts Multipurpose,$100K-$250-K,"4,594",RAC 068
McLeod,Hutchinson Concert Association,564 Hassen St SE,Hutchinson,MN,55350,Performing Arts,Under $25K,240,RAC 068
McLeod,Hutchinson Public Arts Commission,111 Hassan St SE,Hutchinson,MN,55350,Visual Arts & Architecture,Under $25K,"6,000",RAC 068
McLeod,Hutchinson Theatre Company,15 Franklin St SW,Hutchinson,MN,55350,Performing Arts,$25K-$100K,"1,100",RAC 068
McLeod,McLeod County Historical Society,380 School Rd NW,Hutchinson,MN,55350,History,Under $25K,"3,000",RAC 068
McLeod,Minnesota Pottery Festival,17614 240th St,Hutchinson,MN,55350,Visual Arts & Architecture,Under $25K,"1,650",RAC 068
McLeod,Prairie Arts Council,512 2nd Ave N PO Box 776,Lester Prairie,MN,55354-7741,Arts Multipurpose,Under $25K,330,RAC 068
McLeod,RiverSong Music Festival,PO Box 667,Hutchinson,MN,55350,Performing Arts,$25K-$100K,"2,500",RAC 068
McLeod,Winsted Arts Council,141 Main Ave W,Winsted,MN,55395-7873,Arts Multipurpose,Under $25K,739,RAC 068
Meeker,City of Litchfield/History Project,126 Marshall Avenue N,Litchfield,MN,55355,History,Under $25K,,RAC 068
Meeker,Crow River Area Youth Orchestra,15590 620th Ave,Litchfield,MN,55355,Performing Arts,Under $25K,125,RAC 068
Meeker,Dassel Area Historical Society,"901 First Street, PO Box D",Dassel,MN,55325,History,$25K-$100K,700,RAC 068
Meeker,Fiber and Fabric Guild,530 School Rd,Hutchinson,MN,55350,Visual Arts & Architecture,Under $25K,450,RAC 068
Meeker,Hutchinson Photography Club,15 Franklin St SW,Hutchinson,MN,55350,Visual Arts & Architecture,Under $25K,213,RAC 068
Meeker,Litchfield Community Theatre,114 W Ripley St,Litchfield,MN,55355,Performing Arts,Under $25K,"8,000",RAC 068
Meeker,Litchfield Opera House,PO Box 228,Litchfield,MN,55355,Arts Multipurpose,Under $25K,"3,200",RAC 068
Meeker,Meeker County Historical Society,308 North Marshall Avenue,Litchfield,MN,55355,History,Under $25K,,RAC 068
Mille Lacs,Central Minnesota Art Co-op,108 6th Ave S,Princeton,MN,55371,Visual Arts & Architecture,$25K-$100K,850,RAC 07E
Mille Lacs,City of Milaca,255 1st St E,Milaca,MN,56353-1609,Other,Under $25K,500,RAC 07E
Mille Lacs,Isle School District - Community Education,730 5th Avenue South,Isle,MN,56342-0025,Other,$25K-$100K,279,RAC 07E
Mille Lacs,Milaca Area Historical Society,PO Box 144,Milaca,MN,56353,History,Under $25K,"1,000",RAC 07E
Mille Lacs,Milaca Fine Arts Council,170 2nd Ave SW PO Box 361,Milaca,MN,56353-1201,Arts Multipurpose,Under $25K,"1,778",RAC 07E
Mille Lacs,Mille Lacs County Historical Society,101 South Tenth Avenue,Princeton,MN,55371,History,$250K-$1M,,RAC 07E
Mille Lacs,Onamia Area Friends of the Library - Arts Programs,PO Box 555,Onamia,MN,56359,Literary Arts,Under $25K,500,RAC 07E
Mille Lacs,Princeton Area Visionary Committee,105 N Rum River Dr,Princeton,MN,55371,Other,Under $25K,300,RAC 07E
Mille Lacs,Princeton Public Schools,706 1st Street North,Princeton,MN,55371-1502,Other,Under $25K,192,RAC 07E
Mille Lacs,City of Onamia,,Onamia,MN,,Other,Under $25K,0,RAC 07E
Mille Lacs,Depot Studios,,Isle,MN,,Visual Arts & Architecture,$25K-$100K,0,RAC 07E
Mille Lacs,Elim Oasis Adult Day Health Center,,Princeton,MN,,Other,$100K-$250-K,30,RAC 07E
Minnesota,Hmong Cultural Center of Minnesota,375 University Avenue #214,Saint Paul,MN,55103,Humanities,$250K-$1M,500,RAC 11
Minnesota,National Eagle Center,50 Pembroke Ave,Wabasha,MN,55981,Other,$1M-$5M,"80,000",RAC 10
Morrison,Friends of Linden Hill,608 Highland Ave,Little Falls,MN,56345,Arts Multipurpose,Under $25K,50,RAC 05
Morrison,Great River Arts,PO Box 157,Little Falls,MN,56345,Arts Multipurpose,$100K-$250-K,"5,800",RAC 05
Morrison,Hands of Hope Resource Center,107 2nd St SE Ste 102 PO Box 67,Little Falls,MN,56345,Arts Multipurpose,$250K-$1M,750,RAC 05
Morrison,Heartland Symphony Orchestra,122 1st St SE PO Box 241,Little Falls,MN,56345-0241,Performing Arts,$25K-$100K,600,RAC 05
Morrison,St. Francis Music Center,116 8th Avenue SE,Little Falls,MN,56345-3539,Performing Arts,$250K-$1M,"3,375",RAC 05
Morrison,USA Community Choir,3593 75th Street,Swanville,MN,56382-3712,Performing Arts,Under $25K,650,RAC 05
Mower,Austin Area Commission for the Arts,300 North Main Street,Austin,MN,55912-3305,Visual Arts & Architecture,$250K-$1M,"18,947",RAC 10
Mower,Austin Community Band,2205 10th Ave SW,Austin,MN,55912,Performing Arts,Under $25K,"25,000",RAC 10
Mower,Austin Symphony Orchestra,301 3rd St NW PO Box 465,Austin,MN,55912,Performing Arts,$100K-$250-K,"3,350",RAC 10
Mower,Historic Paramount Theatre,300 Main St N,Austin,MN,55912,Arts Multipurpose,$250K-$1M,"15,000",RAC 10
Mower,Hormel Historic Home,208 4th Ave NW,Austin,MN,55912,History,Under $25K,,RAC 10
Mower,Matchbox Children's Theatre,328 Main St N PO Box 576,Austin,MN,55912,Performing Arts,Under $25K,"1,000",RAC 10
Mower,Mower County Historical Society,1303 SW Sixth Avenue,Austin,MN,55912,History,$25K-$100K,,RAC 10
Mower,Southeast Arts Community CAPP,"Grand Meadow Sch, 710 4th Ave NE, PO Box 68",Grand Meadow,MN,55936,Other,Under $25K,304,RAC 10
Murray,Murray County Historical Society,PO Box 61,Slayton,MN,56172,History,Under $25K,400,RAC 068
Nicollet,Arts Center of St. Peter,315 S. Minnesota Ave.,Saint Peter,MN,56082-2523,Visual Arts & Architecture,$100K-$250-K,"15,000",RAC 09
Nicollet,Christkindlmarkt,57556 County Road 21,New Ulm,MN,56073-5539,Arts Multipurpose,Under $25K,"4,321",RAC 09
Nicollet,Govenaires Drum and Bugle Corps,P.O. Box 235,Saint Peter,MN,56082-0235,Performing Arts,$25K-$100K,"6,300",RAC 11
Nicollet,GSR Fine Art Festival,420 Minnesota Ave N,Saint Peter,MN,56082,Visual Arts & Architecture,Under $25K,"1,550",RAC 09
Nicollet,Mankato Mosaic Theatre Company,520 Range St,North Mankato,MN,56003,Performing Arts,Under $25K,245,RAC 09
Nicollet,Minnesota Over 60 Band,1906 W Welco Dr,Saint Peter,MN,56082-1754,Performing Arts,Under $25K,"170,043",RAC 09
Nicollet,Minnesota Shorts Play Festival,805 Garfield Ave,North Mankato,MN,56003,Performing Arts,Under $25K,420,RAC 09
Nicollet,Minnesota Valley Music Teachers Association,46437 400th St,Nicollet,MN,56074,Performing Arts,Under $25K,170,RAC 09
Nicollet,Minnesota Valley Sweet Adelines,2105 Roe Crest Ct,Mankato,MN,56003-3428,Performing Arts,$25K-$100K,432,RAC 09
Nicollet,Picnic in the Park Variety Show,806 Garfield Ave,North Mankato,MN,56003,Arts Multipurpose,Under $25K,140,RAC 09
Nicollet,Rural Route Dance Ensemble,1714 3rd St S,Saint Peter,MN,56082,Performing Arts,Under $25K,80,RAC 09
Nicollet,South Central College-North Mankato,1920 Lee Blvd,North Mankato,MN,56003,Other,Under $25K,390,RAC 09
Nicollet,South Central Service Cooperative,2075 Lookout Drive,North Mankato,MN,56003-1719,Other,$25K-$100K,936,RAC 09
Nicollet,St. Peter Ambassadors,PO Box 542,Saint Peter,MN,56082,Performing Arts,Under $25K,"3,500",RAC 09
Nicollet,St. Peter Choral Society,428 W Wabasha St,Saint Peter,MN,56082-1569,Performing Arts,$25K-$100K,318,RAC 09
Nicollet,String Theory Music Group,302 St Julien St,Saint Peter,MN,56082,Performing Arts,Under $25K,152,RAC 09
Nicollet,The Playwrights Project,805 Garfield Ave,North Mankato,MN,56003,Performing Arts,Under $25K,280,RAC 09
"Nicollet, Blue Earth, Brown, Le Sueur, Sibley",Nicollet County Historical Society,1851 N Minnesota Avenue,Saint Peter,MN,56082,History,Under $25K,,RAC 09
Nobles,City of Rushmore - Arts Programs,136 Thompson Ave N,Rushmore,MN,56168,Visual Arts & Architecture,Under $25K,234,RAC 068
Nobles,"Friends of the Auditorium, Inc.",714 13th St PO Box 624,Worthington,MN,56187,Arts Multipurpose,$100K-$250-K,"1,440",RAC 068
Nobles,Nobles County Historical Society,"407 12th Street, Suite 2",Worthington,MN,56187,History,$25K-$100K,,RAC 068
Nobles,Worthington Area Symphony Orchestra,1210 Elmwood Ave,Worthington,MN,56187,Performing Arts,$25K-$100K,560,RAC 068
Nobles,Worthington International Festival,1121 3rd Ave,Worthington,MN,56187,Other,$25K-$100K,"3,000",RAC 068
Nobles,"Worthington Okabena Windsurfers, Inc.",1121 3rd Ave Chamber of Commerce,Worthington,MN,56187,Visual Arts & Architecture,$25K-$100K,"8,200",RAC 068
Norman,Ada Chamber of Commerce,PO Box 1,Ada,MN,56510,Performing Arts,Under $25K,500,RAC 01
Norman,Ada Summer Children's Theater,105 2nd St N,Ada,MN,56510,Performing Arts,Under $25K,540,RAC 01
Olmstead,Words Players Theatre/ Northland Words,,Rochester,MN,,Performing Arts,$100K-$250-K,,RAC 10
Olmsted,C4,115 N Broadway,Rochester,MN,55906,Arts Multipurpose,$100K-$250-K,450,RAC 10
Olmsted,Children's Dance Theatre,PO Box 6655,Rochester,MN,55903,Performing Arts,$25K-$100K,"7,000",RAC 10
Olmsted,Choral Arts Ensemble of Rochester,"1001 - 14th Street NW, Suite 900",Rochester,MN,55901-2557,Performing Arts,$250K-$1M,"8,400",RAC 10
Olmsted,City of Rochester Music Dept./Riverside Concerts,"201 4th St., SE, #170",Rochester,MN,55904-3778,Performing Arts,$1M-$5M,"168,274",RAC 10
Olmsted,Community Alliance of Rochester for Equality  - Arts Programs,PO Box 845,Rochester,MN,55903,Arts Multipurpose,Under $25K,"1,660",RAC 10
Olmsted,Diversity Council,1130 1/2 7th St NW Ste 204,Rochester,MN,55901,Arts Multipurpose,Under $25K,"5,788",RAC 10
Olmsted,Dolores Jean Lavins Center for Humanities in Medicine,200 1st St SW,Rochester,MN,55905,Humanities,Under $25K,200,RAC 10
Olmsted,Dover Eyota Music Association,615 South Ave c/o DoverEyota Schls,Eyota,MN,55934,Performing Arts,Under $25K,600,RAC 10
Olmsted,Eyota Days Children's Theatre Committee,9015 20th St SE,Eyota,MN,55934,Performing Arts,Under $25K,490,RAC 10
Olmsted,Hambone Music Festival,2130 Broadway S Ste 100,Rochester,MN,55904,Performing Arts,$25K-$100K,"1,400",RAC 10
Olmsted,Honors Choirs of Southeast Minnesota,"Assisi Heights #920, 1001 14th St NW",Rochester,MN,55901-2534,Performing Arts,$250K-$1M,"14,458",RAC 10
Olmsted,Minnesota Ballet Theatre,5500 Heather Dr SW,Rochester,MN,55902,Performing Arts,Under $25K,"1,800",RAC 10
Olmsted,Olmsted County Historical Society,1195 West Circle Dr. SW,Rochester,MN,55902,History,$250K-$1M,"21,640",RAC 10
Olmsted,RCTC Life Program,851 30th Ave SE PO Box 50,Rochester,MN,55904-4915,Other,Under $25K,219,RAC 10
Olmsted,Rochester Aria Group,3936 Hwy 52 N Ste 127,Rochester,MN,55901-0108,Performing Arts,Under $25K,315,RAC 10
Olmsted,Rochester Art Center,40 Civic Center Drive SE,Rochester,MN,55904-3773,Visual Arts & Architecture,$1M-$5M,"22,000",RAC 10
Olmsted,Rochester Arts Council,30 Civic Center Dr SE Ste 200,Rochester,MN,55904,Arts Multipurpose,$25K-$100K,"55,000",RAC 10
Olmsted,Rochester Chamber Music Society,400 5th Ave SW PO Box 834,Rochester,MN,55903-0834,Performing Arts,$25K-$100K,700,RAC 10
Olmsted,Rochester Civic Theatre,20 Civic Center Dr SE,Rochester,MN,55904-3773,Performing Arts,$250K-$1M,"52,300",RAC 10
Olmsted,Rochester Dance Company,30 Civic Center Dr SE PO Box 7262,Rochester,MN,55903,Performing Arts,$25K-$100K,"1,240",RAC 10
Olmsted,Rochester International Film Group,PO Box 6803,Rochester,MN,55903-6803,Media & Communications,Under $25K,650,RAC 10
Olmsted,Rochester Irish Fest,6116 39th Ave NW,Rochester,MN,55901,Performing Arts,Under $25K,"3,400",RAC 10
Olmsted,"Rochester Male Chorus, Inc.",PO Box 6524,Rochester,MN,55903,Performing Arts,$25K-$100K,335,RAC 10
Olmsted,Rochester Music Guild,1914 Viola Hts Ln NE PO Box 5802,Rochester,MN,55903,Performing Arts,$25K-$100K,75,RAC 10
Olmsted,Rochester Repertory Theatre,103 7th St NE,Rochester,MN,55906,Performing Arts,$100K-$250-K,"3,050",RAC 10
Olmsted,Rochester Symphony Orchestra & Chorale,"400 South Broadway, Suite 302",Rochester,MN,55904-6477,Performing Arts,$250K-$1M,"6,087",RAC 10
Olmsted,Rochesterfest,PO Box 7,Rochester,MN,55903,Arts Multipurpose,$100K-$250-K,"1,200",RAC 10
Olmsted,"Southeastern Minnesota Arts Council, Inc.","2778 Commerce Dr NW,  #D",Rochester,MN,55901-2262,Other,$100K-$250-K,0,RAC 10
Olmsted,Southeastern Minnesota Suzuki Association,1811 Walden Ln SW,Rochester,MN,55902,Performing Arts,Under $25K,300,RAC 10
Olmsted,Southeastern Minnesota Youth Orchestras,1001 14th St NW Ste 450,Rochester,MN,55902,Performing Arts,$100K-$250-K,"5,000",RAC 10
Olmsted,The Bella Choirs,PO Box 6205,Rochester,MN,55903,Performing Arts,$100K-$250-K,"3,200",RAC 10
Olmsted,Young Musicians of Southeastern Minnesota,3111 15th Ave NW Apt A,Rochester,MN,55901,Performing Arts,Under $25K,250,RAC 10
Otter Tail,Art of the Lakes,108 South Lake Avenue,Battle Lake,MN,56515-0244,Visual Arts & Architecture,$25K-$100K,"13,050",RAC 04
Otter Tail,City of Fergus Falls - Arts Programs,112 Washington Ave W,Fergus Falls,MN,56537,Arts Multipurpose,Under $25K,"1,550",RAC 04
Otter Tail,"Fergus Falls Center For The Arts, Inc",124 W Lincoln Ave,Fergus Falls,MN,56537-2123,Arts Multipurpose,$250K-$1M,"11,770",RAC 04
Otter Tail,Fergus Falls Public Arts Commision,112 Washington Ave W,Fergus Falls,MN,56537,Arts Multipurpose,Under $25K,"13,000",RAC 04
Otter Tail,Henning Landmark Center,415 Douglas Ave. P.O. Box 341,Henning,MN,56551-0341,Visual Arts & Architecture,$25K-$100K,"1,925",RAC 11
Otter Tail,History Arts and Cultural Association of East Otter Tail County,230 1st Ave N,Perham,MN,56573-1844,History,$100K-$250-K,55,RAC 04
Otter Tail,"Kaddatz Galleries, Ltd.",111 W Lincoln Avenue,Fergus Falls,MN,56537-2163,Visual Arts & Architecture,$100K-$250-K,"5,800",RAC 04
Otter Tail,Lake Region Arts Council,133 S. Mill St,Fergus Falls,MN,56537-2574,Other,$100K-$250-K,500,RAC 04
Otter Tail,New York Mills Regional Cultural Center,24 Main Avenue North,New York Mills,MN,56567-0246,Arts Multipurpose,$100K-$250-K,"15,200",RAC 04
Otter Tail,Perham Center for the Arts,101 5th St. NE,Perham,MN,56573-0454,Arts Multipurpose,$25K-$100K,"5,029",RAC 04
Otter Tail,Phelps Mill Country,16388 co hwy 18,Fergus Falls,MN,56537-1803,Arts Multipurpose,$25K-$100K,"18,000",RAC 04
Otter Tail,Preservation Concerts,10189 175th Ave,Fergus Falls,MN,56537-7845,Performing Arts,Under $25K,75,RAC 04
Otter Tail,Sons of Norway,21955 457th Ave,Nidaros,MN,56588-9550,Performing Arts,Under $25K,"1,500",RAC 04
Otter Tail,The Landmark Center,415 Douglas Ave PO Box 341,Henning,MN,56551,Arts Multipurpose,$25K-$100K,352,RAC 04
Otter Tail,Fergus Falls Concert Association,,Fergus Falls,MN,,Performing Arts,Under $25K,"3,500",RAC 04
Otter Tail,Fergus Falls Senior Citizens Program,,Fergus Falls,MN,,Other,$25K-$100K,"22,000",RAC 04
Otter Tail,Minnesota State Community & Technical College,,Fergus Falls,MN,,Other,Under $25K,0,RAC 04
Otter Tail,Otter Tail County,,Fergus Falls,MN,,History,$250K-$1M,0,RAC 04
Otter Tail,Springboard for the Arts (Fergus Falls Office),,Fergus Falls,MN,,Arts Multipurpose,$250K-$1M,"1,089",RAC 04
Ottertail,The Prospect House Museum,403 N Lake Ave,Battle Lake,MN,56515,History,$25K-$100K,"2,000",RAC 04
Pennington,General Federated Women's Club,11094 195th Ave NE,Thief River Falls,MN,56701-4326,Other,Under $25K,580,RAC 01
Pennington,Goodridge Veterans Memorial Park,33501 130th St NE,Goodridge,MN,56725,Arts Multipurpose,$25K-$100K,"3,000",RAC 01
Pennington,Red River Children's Chorus,318 La Bree Ave N,Thief River Falls,MN,56701,Performing Arts,Under $25K,750,RAC 01
Pennington,Sons of Norway Snorre Lodge 70,11094 195th Ave NE,Thief River Falls,MN,56701,Arts Multipurpose,Under $25K,575,RAC 01
Pennington,Thief River Care Center,2001 Eastwood Dr,Thief River Falls,MN,56701,Humanities,Under $25K,850,RAC 01
Pennington,Thief River Falls Area Community Theater,201 Sherwood Avenue North,Thief River Falls,MN,56701-2614,Performing Arts,$25K-$100K,"1,621",RAC 01
Pennington,Thief River Falls Education Foundation,203 LaBree Ave S,Thief River Falls,MN,56701,Arts Multipurpose,Under $25K,520,RAC 01
Pine,Audubon Center of the North Woods,54165 Audubon Rd PO Box 530,Sandstone,MN,55072-0530,Other,Under $25K,"2,400",RAC 07E
Pine,City of Sandstone - Quality of Life Task Force,119 Fourth St,Sandstone,MN,55072-0000,Other,Under $25K,0,RAC 07E
Pine,East Central School,61085 state hwy 23,Finlayson,MN,55735-4514,Other,Under $25K,0,RAC 07E
Pine,Old School Arts Center,PO Box 535,Sandstone,MN,55072,Arts Multipurpose,Under $25K,300,RAC 07E
Pine,Pine Center for the Arts,"265 5th Street SE, PO Box 308",Pine City,MN,55063-1511,Arts Multipurpose,$25K-$100K,"1,000",RAC 07E
Pine,Pine City Art Council,225 9th St SW,Pine City,MN,55063-1436,Arts Multipurpose,$25K-$100K,"10,660",RAC 07E
Pine,Pine City Heritage Players,1020 7th Avenue SW,Pine City,MN,55063-1813,Performing Arts,Under $25K,300,RAC 07E
Pine,Pine City Library Foundation/History Project,300 5th St SE,Pine City,MN,55063,History,Under $25K,,RAC 07E
Pine,Pine County Agricultural Society,707 1st Ave NW,Pine City,MN,55063-1151,Performing Arts,Under $25K,"8,000",RAC 07E
Pine,Pine County Historical Society,6333 H C Andersen Alle PO Box 123,Askov,MN,55704,History,Under $25K,550,RAC 07E
Pipestone,Pipestone Civil War Days Committee,113 S Hiawatha Ave,Pipestone,MN,56164,Arts Multipurpose,$25K-$100K,"3,100",RAC 068
Pipestone,Pipestone County Historical Society,113 S Hiawatha Avenue,Pipestone,MN,56164,History,$25K-$100K,,RAC 068
Pipestone,Pipestone Indian Shrine Association,115 Second St. NE,Pipestone,MN,56164,History,$25K-$100K,,RAC 068
Pipestone,Pipestone Performing Arts Center,104 East Main Street,Pipestone,MN,56164-1932,Arts Multipurpose,$25K-$100K,"6,097",RAC 068
Pipestone,"The Calumet Players, Inc.",PO Box 194,Pipestone,MN,56164,Performing Arts,$25K-$100K,"1,000",RAC 068
Polk,City of Crookston - Arts Programs,124 N Broadway,Crookston,MN,56716-1731,Other,Under $25K,"10,000",RAC 01
Polk,City of Fertile - Arts Programs,101 S Mill St,Fertile,MN,56540,Arts Multipurpose,Under $25K,400,RAC 01
Polk,Crookston Area Chamber of Commerce,107 2nd St W,Crookston,MN,56716,Arts Multipurpose,Under $25K,285,RAC 01
Polk,Crookston Community Theater,PO Box 264,Crookston,MN,56716-0264,Performing Arts,Under $25K,235,RAC 01
Polk,Fosston Community Library and Arts Association,PO Box 73,Fosston,MN,56542,Arts Multipurpose,Under $25K,550,RAC 01
Polk,Minnesota Institute of Contemplation and Healing,510 N Broadway,Crookston,MN,56716,Other,$25K-$100K,42,RAC 01
Polk,North Country Fiddle and Dance,20739 400th Ave SE,East Grand Forks,MN,56721,Performing Arts,Under $25K,350,RAC 01
Polk,Polk County Historical Society,"P.O. Box 214, East Robert Street",Crookston,MN,56716,History,Under $25K,,RAC 01
Polk,Summer Arts Stages,PO Box 521,East Grand Forks,MN,56721-1001,Performing Arts,$25K-$100K,"3,350",RAC 01
Polk,Twin Forks Chorus,310 Park Ave,Fisher,MN,56723,Performing Arts,Under $25K,50,RAC 01
Polk,University of Minnesota-Crookston,2900 University Ave 127C Sargeant Center,Crookston,MN,56716,Other,Under $25K,800,RAC 01
Polk,Valley Crossing Arts Council,510 Broadway N,Crookston,MN,56716,Arts Multipurpose,Under $25K,28,RAC 01
Pope,Ann Bickle Heritage House,"c/o Sharon Larson, 321--8th Ave. SE",Glenwood,MN,56334,History,Under $25K,,RAC 04
Pope,Central Square,105 2ND ST NE STE 111,Glenwood,MN,56334-1226,Arts Multipurpose,$100K-$250-K,"3,824",RAC 04
Pope,Pope Art,19078 Village Square Drive,Terrace,MN,56334-8263,Visual Arts & Architecture,Under $25K,155,RAC 04
Pope,Pope County Historical Society,809 S Lakeshore Dr,Glenwood,MN,56334-9406,History,$100K-$250-K,50,RAC 04
Pope,Terrace Mill Foundation,27165 Old Mill Pond Road,Glenwood,MN,56334-8255,History,$25K-$100K,"4,000",RAC 04
Ramsey,Actors Theater of Minnesota,275 E 4th St,Saint Paul,MN,55101,Performing Arts,$250K-$1M,"16,600",RAC 11
Ramsey,Adieu Summer Concert,1312 Dayton Ave,Saint Paul,MN,55104,Performing Arts,Under $25K,350,RAC 11
Ramsey,Advocating Change Together,1821 University Ave W Ste 306S,Saint Paul,MN,55104-4533,Other,$100K-$250-K,100,RAC 11
Ramsey,Afton Historical Society Press,"165 Western Ave. N., #15",Saint Paul,MN,55102-4613,Literary Arts,$100K-$250-K,35,RAC 11
Ramsey,American Association of Woodturners Gallery of Wood Art,75 5th St W Ste 222,Saint Paul,MN,55102,Visual Arts & Architecture,$1M-$5M,"57,100",RAC 11
Ramsey,American Aviation Heritage Foundation,"8891 Airport Rd NE, #B14",Blaine,MN,55449-7220,History,Under $25K,,RAC 11
Ramsey,American Composers Forum,75 5th Street W #522,Saint Paul,MN,55102-1439,Performing Arts,$1M-$5M,"325,203",RAC 11
Ramsey,American Indian Family and Children's Services/History Project,25 Empire Drive,Saint Paul,MN,55103,History,$100K-$250-K,,RAC 11
Ramsey,Amherst H. Wilder Foundation,451 Lexington Pkwy N,Saint Paul,MN,55104,Other,$100K-$250-K,30,RAC 11
Ramsey,Arab-American Cultural Institute,1664 Hague Ave,Saint Paul,MN,55104,Arts Multipurpose,Under $25K,400,RAC 11
Ramsey,Arcata Press dba St. Paul Almanac,275 4th St E Ste 701,Saint Paul,MN,55101,Literary Arts,$250K-$1M,"5,500",RAC 11
Ramsey,Artaria String Quartet,980 Bellows St,West St Paul,MN,55118,Performing Arts,$100K-$250-K,"1,800",RAC 11
Ramsey,ArtStart,1459 St Clair Ave,Saint Paul,MN,55105-2338,Visual Arts & Architecture,$250K-$1M,"6,000",RAC 11
